Title: * nmos charecteristics varying vsb(vbb)
Date: Sun Feb 17 19:34:53  2019
Plotname: DC transfer characteristic
Flags: real
No. Variables: 7
No. Points: 306
Variables:
	0	v-sweep	voltage
	1	bulk	voltage
	2	drain	voltage
	3	gate	voltage
	4	i(vbb)	current
	5	i(vdd)	current
	6	i(vgg)	current
Values:
 0	0.000000000000000e+00
	2.000000000000000e+00
	0.000000000000000e+00
	0.000000000000000e+00
	-5.037529278413713e+02
	2.518764639206867e+02
	0.000000000000000e+00

 1	1.000000000000000e-01
	2.000000000000000e+00
	1.000000000000000e-01
	0.000000000000000e+00
	-4.797453557313584e+02
	2.278682034109464e+02
	0.000000000000000e+00

 2	2.000000000000000e-01
	2.000000000000000e+00
	2.000000000000000e-01
	0.000000000000000e+00
	-4.558641469560171e+02
	2.039869946355975e+02
	0.000000000000000e+00

 3	3.000000000000000e-01
	2.000000000000000e+00
	3.000000000000000e-01
	0.000000000000000e+00
	-4.320401233387629e+02
	1.801629709820451e+02
	0.000000000000000e+00

 4	4.000000000000000e-01
	2.000000000000000e+00
	4.000000000000000e-01
	0.000000000000000e+00
	-4.083224201528019e+02
	1.564452677960864e+02
	0.000000000000000e+00

 5	5.000000000000000e-01
	2.000000000000000e+00
	5.000000000000000e-01
	0.000000000000000e+00
	-3.847459317778648e+02
	1.328687794211491e+02
	0.000000000000000e+00

 6	6.000000000000000e-01
	2.000000000000000e+00
	6.000000000000000e-01
	0.000000000000000e+00
	-3.613612910757247e+02
	1.094841387190083e+02
	0.000000000000000e+00

 7	7.000000000000000e-01
	2.000000000000000e+00
	7.000000000000000e-01
	0.000000000000000e+00
	-3.382518070038450e+02
	8.637465464712812e+01
	0.000000000000000e+00

 8	7.999999999999999e-01
	2.000000000000000e+00
	7.999999999999999e-01
	0.000000000000000e+00
	-3.155670640087692e+02
	6.368991165205196e+01
	0.000000000000000e+00

 9	8.999999999999999e-01
	2.000000000000000e+00
	8.999999999999999e-01
	0.000000000000000e+00
	-2.936119637351549e+02
	4.173481137844058e+01
	0.000000000000000e+00

 10	9.999999999999999e-01
	2.000000000000000e+00
	9.999999999999999e-01
	0.000000000000000e+00
	-2.732887299795316e+02
	2.141157762281506e+01
	0.000000000000000e+00

 11	1.100000000000000e+00
	2.000000000000000e+00
	1.100000000000000e+00
	0.000000000000000e+00
	-2.573545474571461e+02
	5.477395100430897e+00
	0.000000000000000e+00

 12	1.200000000000000e+00
	2.000000000000000e+00
	1.200000000000000e+00
	0.000000000000000e+00
	-2.521373636224816e+02
	2.602112657648945e-01
	0.000000000000000e+00

